Ligand	Receptor	Score
CXCL8	CXCR4	1
CXCL9	CCR10	1
CXCL9	MAP2K6	1
CXCL9	CCR1	1
CXCL9	CCR7	1
CXCL9	CXCR2	1
CXCL9	CCR8	1
CXCL9	CCR4	1
CXCL9	CXCR5	1
CXCL9	CXCR1	1
CXCL9	CXCR6	1
CXCL9	CCR5	1
CXCL9	XCR1	1
CXCL9	CCR2	1
CXCL9	CX3CR1	1
CXCL9	CCR9	1
CXCL9	MAP2K3	1
CXCL9	CCR6	1
CXCL9	CXCR4	1
PF4	PROC	1
PF4	CD163	1
PF4	CCR10	1
PF4	GNAI2	1
PF4	ELANE	1
PF4	MAP2K6	1
PF4	FGF13	1
PF4	CCR1	1
PF4	CCR7	1
PF4	IFNG	1
PF4	CXCR2	1
PF4	CCR8	1
PF4	CCR4	1
PF4	CXCR5	1
PF4	CXCR1	1
PF4	CXCR6	1
PF4	FGF2	1
PF4	CCR3	1
PF4	CCR5	1
PF4	CXCL8	1
PF4	XCR1	1
PF4	CCL5	1
PF4	CDK2	1
PF4	CCR2	1
PF4	CX3CR1	1
PF4	GNAO1	1
PF4	GNB1	1
PF4	GNAI1	1
PF4	CCR9	1
PF4	MAP2K3	1
PF4	GNG2	1
PF4	GNAI3	1
PF4	CCR6	1
PF4	CXCR4	1
PF4	GNAZ	1
PPBP	CCR10	1
PPBP	CCR1	1
PPBP	CCR7	1
PPBP	CCR8	1
PPBP	CCR4	1
PPBP	CXCR3	1
PPBP	CXCR5	1
PPBP	CXCR6	1
PPBP	CCR3	1
PPBP	CCR5	1
PPBP	XCR1	1
PPBP	MAPT	1
PPBP	CCR2	1
PPBP	CX3CR1	1
PPBP	CCR9	1
PPBP	CCR6	1
PPBP	CXCR4	1
CCL19	CCR1	1
CCL19	CXCR2	1
CCL19	CCR8	1
CCL19	CCR4	1
CCL19	CXCR5	1
CCL19	CXCR1	1
CCL19	CXCR6	1
CCL19	CCR3	1
CCL19	CCR5	1
CCL19	XCR1	1
CCL19	CCR2	1
CCL19	CX3CR1	1
CCL19	CCR9	1
CCL19	CCR6	1
CCL19	CXCR4	1
CCL21	CXCL10	1
CCL21	CCR1	1
CCL21	CXCR2	1
CCL21	CCR8	1
CCL21	CCR4	1
CCL21	CXCR5	1
CCL21	CXCR1	1
CCL21	CXCR6	1
CCL21	CCR3	1
CCL21	CCR5	1
CCL21	XCR1	1
CCL21	CCR2	1
CCL21	CX3CR1	1
CCL21	CCR9	1
CCL21	GLI2	1
CCL21	CCR6	1
CCL21	CXCR4	1
CCL23	CCR10	1
CCL23	CCR7	1
CCL23	CXCR2	1
CCL23	CCR8	1
CCL23	CCR4	1
CCL23	CXCR3	1
CCL23	CXCR5	1
CCL23	CXCR1	1
CCL23	CXCR6	1
CCL23	CCR3	1
CCL23	CCR5	1
CCL23	XCR1	1
CCL23	CCR2	1
CCL23	CX3CR1	1
CCL23	KDR	1
CCL23	CCR9	1
CCL23	CCR6	1
CCL23	CXCR4	1
CCL24	CCR10	1
CCL24	CCR1	1
CCL24	CCR7	1
CCL24	CXCR2	1
CCL24	CCR8	1
CCL24	CCR4	1
CCL24	CXCR3	1
CCL24	CXCR5	1
CCL24	CXCR1	1
CCL24	CXCR6	1
CCL24	CCR5	1
CCL24	XCR1	1
CCL24	CX3CR1	1
CCL24	CCR9	1
CCL24	CCR6	1
CCL24	CXCR4	1
CCL25	CCR1	1
CCL25	CCR7	1
CCL25	CXCR2	1
CCL25	CCR8	1
CCL25	CCR4	1
CCL25	CXCR3	1
CCL25	CXCR5	1
CCL25	CXCR1	1
CCL25	CXCR6	1
CCL25	CCR3	1
CCL25	CCR5	1
CCL25	XCR1	1
CCL25	CCR2	1
CCL25	CX3CR1	1
CCL25	CCR6	1
CCL25	CXCR4	1
CCL26	CCR10	1
CCL26	CCR7	1
CCL26	CXCR2	1
CCL26	CCR8	1
CCL26	CCR4	1
CCL26	CXCR3	1
CCL26	CXCR5	1
CCL26	CXCR1	1
CCL26	CXCR6	1
CCL26	XCR1	1
CCL26	CCL2	1
CCL26	CCR9	1
CCL26	CCR6	1
CCL26	CXCR4	1
CCL27	CCR1	1
CCL27	CCR7	1
CCL27	CXCR2	1
CCL27	CCR8	1
CCL27	CCR4	1
CCL27	CXCR3	1
CCL27	CXCR5	1
CCL27	CXCR1	1
CCL27	CXCR6	1
CCL27	CCR5	1
CCL27	XCR1	1
CCL27	CX3CR1	1
CCL27	CCR9	1
CCL27	CCR6	1
CCL27	CXCR4	1
CCL28	CCR1	1
CCL28	CCR7	1
CCL28	CXCR2	1
CCL28	CCR8	1
CCL28	CCR4	1
CCL28	CXCR3	1
CCL28	CXCR5	1
CCL28	CXCR1	1
CCL28	CXCR6	1
CCL28	CCR5	1
CCL28	XCR1	1
CCL28	CCR2	1
CCL28	CX3CR1	1
CCL28	CCR9	1
CCL28	CCR6	1
CCL28	CXCR4	1
CCL3	CCR10	1
CCL3	CCR7	1
CCL3	CXCR2	1
CCL3	CCR8	1
CCL3	CSF2	1
CCL3	CXCR3	1
CCL3	CXCR1	1
CCL3	CXCR6	1
CCL3	XCR1	1
CCL3	PIK3CG	1
CCL3	CCR2	1
CCL3	CX3CR1	1
CCL3	CCR9	1
CCL3	CCR6	1
CCL3	CXCR4	1
CCL4	CCR10	1
CCL4	PLCG1	1
CCL4	CCR7	1
CCL4	CXCR2	1
CCL4	CCR4	1
CCL4	CXCR3	1
CCL4	CCL3	1
CCL4	SLC7A1	1
CCL4	CXCR1	1
CCL4	CXCR6	1
CCL4	XCR1	1
CCL4	CCR2	1
CCL4	CX3CR1	1
CCL4	PLCB1	1
CCL4	CCR9	1
CCL4	CCR6	1
CXCL12	THOC5	1
CXCL12	PIK3R5	1
CXCL12	PLCG1	1
CXCL12	GNA13	1
CXCL12	MAPK1	1
CXCL12	LCK	1
CXCL12	CCR1	1
CXCL12	CCR7	1
CXCL12	FN1	1
CXCL12	CXCR2	1
CXCL12	GNGT1	1
CXCL12	CDC42	1
CXCL12	CXCR1	1
CXCL12	CCR3	1
CXCL12	PTK2	1
CXCL12	JUN	1
CXCL12	TP53	1
CXCL12	DPYSL2	1
CXCL12	GNAO1	1
CXCL12	GNB1	1
CXCL12	GNAI1	1
CXCL12	STAT3	1
CXCL12	SMAD3	1
CXCL12	GNG2	1
CXCL12	JAK2	1
CXCL12	GNAZ	1
CXCL12	STAT2	1
CXCL12	SERPINE1	1
CXCL12	GNAI2	1
CXCL12	PIK3R3	1
CXCL12	ZAP70	1
CXCL12	PRKCZ	1
CXCL12	PIK3R1	1
CXCL12	CXCR5	1
CXCL12	ROCK1	1
CXCL12	RAP2B	1
CXCL12	MMP13	1
CXCL12	CCR5	1
CXCL12	AGA	1
CXCL12	CSF3	1
CXCL12	MYEOV	1
CXCL12	CCR2	1
CXCL12	CX3CR1	1
CXCL12	CD34	1
CXCL12	MAP2K1	1
CXCL12	ESR2	1
CXCL12	MMP9	1
CXCL12	RAC1	1
CXCL12	CCR8	1
CXCL12	PIK3CD	1
CXCL12	FGF2	1
CXCL12	XCR1	1
CXCL12	PIK3CG	1
CXCL12	PIK3CB	1
CXCL12	MAPK3	1
CXCL12	GNAQ	1
CXCL12	STAT1	1
CXCL12	EPHB2	1
CXCL12	RAF1	1
CXCL12	BCAR1	1
CXCL12	RALB	1
CXCL12	GNAI3	1
CXCL12	PIK3R2	1
CXCL12	STAT5A	1
CXCL12	RPL4	1
CXCL12	PIK3CA	1
CXCL12	NOS2	1
CXCL12	GZMB	1
CXCL12	VAV1	1
CXCL12	CXCR6	1
CXCL12	CXCL8	1
CXCL12	GSK3B	1
CXCL12	NOS3	1
CXCL12	PXN	1
CXCL12	PLCB1	1
CXCL12	RPS6KB1	1
CXCL12	CCR9	1
CXCL12	RAP2A	1
CXCL12	CCR6	1
MIF	MMP9	1
MIF	PRKCD	1
TFF3	GRB2	1
TFF3	GH1	1
TFF3	CTNNB1	1
TFF3	SHC1	1
TFF3	GHR	1
TFF3	SOS1	1
CCL20	CCR10	1
CCL20	CCR1	1
CCL20	CCR7	1
CCL20	CXCR2	1
CCL20	CCR8	1
CCL20	CCR4	1
CCL20	CXCR5	1
CCL20	CXCR1	1
CCL20	CXCR6	1
CCL20	CCR3	1
CCL20	CCR5	1
CCL20	XCR1	1
CCL20	CCR2	1
CCL20	CX3CR1	1
CCL20	CCR9	1
CCL20	CXCR4	1
CSF1R	THOC5	1
CSF1R	PIK3R2	1
CSF1R	SKAP2	1
CSF1R	ACLY	1
CSF1R	SOCS1	1
CSF1R	SHC1	1
CSF1R	SOS1	1
CSF1R	HCLS1	1
CSF1R	GRB2	1
CSF1R	STAP2	1
CSF1R	ITGB4	1
CSF1R	PIK3R1	1
CSF1R	HRAS	1
CSF1R	RASA1	1
CSF1R	LYN	1
CSF1R	PLCG2	1
CSF1R	PTK2	1
CSF1R	MAP4K1	1
CSF1R	INPP5D	1
CSF1R	YES1	1
CSF1R	IRS1	1
CSF1R	SOCS3	1
CSF1R	VAV3	1
CSF1R	FLT3	1
CSF1R	GRAP2	1
CSF1R	FYN	1
CSF1R	VAV2	1
CSF1R	ETS1	1
CSF1R	CTNND1	1
CSF1R	CBL	1
CSF1R	RPS6KA2	1
CSF1R	INPPL1	1
GH1	RPTOR	1
GH1	STAT5A	1
GH1	REN	1
GH1	CEBPB	1
GH1	PLCG1	1
GH1	ACLY	1
GH1	IGF1	1
GH1	SLC9A1	1
GH1	SHC1	1
GH1	INS	1
GH1	PIK3CA	1
GH1	PIK3R1	1
GH1	AKT1S1	1
GH1	GZMB	1
GH1	ONECUT1	1
GH1	SLC12A1	1
GH1	NOS3	1
GH1	MAPK3	1
GH1	EGFR	1
GH1	TP53	1
GH1	IRS1	1
GH1	SOCS3	1
GH1	STAT1	1
GH1	BLVRB	1
GH1	NPY	1
GH1	ALPP	1
GH1	STAT3	1
GH1	CISH	1
GH1	GH1	1
GH1	SHBG	1
GH1	BCL6	1
GH1	JAK2	1
IGF1R	SKAP2	1
IGF1R	YWHAB	1
IGF1R	PIK3R5	1
IGF1R	IGFBP1	1
IGF1R	PTPRE	1
IGF1R	CSK	1
IGF1R	PLCG1	1
IGF1R	ACTC1	1
IGF1R	CTNNB1	1
IGF1R	MAPK1	1
IGF1R	EHD1	1
IGF1R	CD3G	1
IGF1R	MUC1	1
IGF1R	VCP	1
IGF1R	ARRB1	1
IGF1R	PIK3C2A	1
IGF1R	DDX3X	1
IGF1R	SRC	1
IGF1R	ITGB4	1
IGF1R	ARHGEF12	1
IGF1R	TEC	1
IGF1R	YWHAE	1
IGF1R	MDM2	1
IGF1R	ADAM15	1
IGF1R	PLCG2	1
IGF1R	CTTN	1
IGF1R	NFATC4	1
IGF1R	PTK2	1
IGF1R	NTRK3	1
IGF1R	YES1	1
IGF1R	YWHAG	1
IGF1R	TDO2	1
IGF1R	CAMK1	1
IGF1R	GNAI1	1
IGF1R	HOXA10	1
IGF1R	MST1R	1
IGF1R	VAV2	1
IGF1R	IGFBP3	1
IGF1R	GRB10	1
IGF1R	STAT3	1
IGF1R	FGFR1	1
IGF1R	MTOR	1
IGF1R	SDC3	1
IGF1R	CTNND1	1
IGF1R	SLC6A1	1
IGF1R	JAK2	1
IGF1R	CD28	1
IGF1R	MERTK	1
IGF1R	GNAI2	1
IGF1R	BLNK	1
IGF1R	CSF1R	1
IGF1R	PIK3R3	1
IGF1R	ACLY	1
IGF1R	SOCS1	1
IGF1R	AKT1	1
IGF1R	FABP4	1
IGF1R	SHC1	1
IGF1R	LPXN	1
IGF1R	FGFR3	1
IGF1R	PTK2B	1
IGF1R	CRK	1
IGF1R	RACK1	1
IGF1R	LCP2	1
IGF1R	PIK3R1	1
IGF1R	HRAS	1
IGF1R	IFNAR1	1
IGF1R	ITGB1	1
IGF1R	BTK	1
IGF1R	HSPD1	1
IGF1R	RET	1
IGF1R	SH2B3	1
IGF1R	PPP3R2	1
IGF1R	DOK5	1
IGF1R	MAPRE1	1
IGF1R	MAP3K5	1
IGF1R	TRIM39	1
IGF1R	SIRPA	1
IGF1R	BMX	1
IGF1R	SOCS2	1
IGF1R	IFNAR2	1
IGF1R	CD34	1
IGF1R	PTPN1	1
IGF1R	LPP	1
IGF1R	NEDD4	1
IGF1R	PRKCA	1
IGF1R	NRAS	1
IGF1R	INSR	1
IGF1R	MAP2	1
IGF1R	CDH1	1
IGF1R	SHC2	1
IGF1R	ADRB2	1
IGF1R	PTH1R	1
IGF1R	GJA1	1
IGF1R	CD6	1
IGF1R	CRYGB	1
IGF1R	ESR1	1
IGF1R	INS	1
IGF1R	GRB2	1
IGF1R	PDPK1	1
IGF1R	EFS	1
IGF1R	CRKL	1
IGF1R	PIK3CD	1
IGF1R	JAK3	1
IGF1R	PCNA	1
IGF1R	MTA1	1
IGF1R	PLAU	1
IGF1R	NAPG	1
IGF1R	JAK1	1
IGF1R	DOK4	1
IGF1R	KRAS	1
IGF1R	PIK3CG	1
IGF1R	IRS2	1
IGF1R	NFATC1	1
IGF1R	MAPK3	1
IGF1R	PIK3CB	1
IGF1R	IRS4	1
IGF1R	PTPN11	1
IGF1R	VAV3	1
IGF1R	SHC4	1
IGF1R	ETS1	1
IGF1R	ANXA1	1
IGF1R	RAF1	1
IGF1R	BCAR1	1
IGF1R	YWHAZ	1
IGF1R	PPP1R11	1
IGF1R	ANXA2	1
IGF1R	GTF2IP4	1
IGF1R	DAB1	1
IGF1R	HNRNPH1	1
IGF1R	PIK3R2	1
IGF1R	SLTM	1
IGF1R	ALK	1
IGF1R	KIT	1
IGF1R	SOS1	1
IGF1R	NEDD9	1
IGF1R	FABP3	1
IGF1R	BAIAP2	1
IGF1R	PIK3CA	1
IGF1R	SPRY4	1
IGF1R	FIP1L1	1
IGF1R	CDK1	1
IGF1R	NTRK1	1
IGF1R	TXK	1
IGF1R	IL2RB	1
IGF1R	RASA1	1
IGF1R	PDLIM1	1
IGF1R	KRT27	1
IGF1R	HCK	1
IGF1R	IRS1	1
IGF1R	KDR	1
IGF1R	GHR	1
IGF1R	SOCS3	1
IGF1R	CCDC88A	1
IGF1R	BDKRB2	1
IGF1R	GIPC1	1
NPR2	PYCR1	1
NPR2	MBNL3	1
NPR2	PAXBP1	1
NPR2	UBE2V1	1
NPR2	NUDT4	1
NPR2	CSDC2	1
NPR2	PSMA8	1
NPR2	SCP2	1
NPR2	TBC1D22A	1
NPR2	NPPC	1
NPR2	UBTD2	1
NPR2	S100A11	1
NPR2	SMAD4	1
NPR2	DGCR8	1
NPR2	TRIM26	1
NPR2	KCNIP2	1
NPR2	MDM2	1
NPR2	TIPIN	1
NPR2	SRXN1	1
NPR2	TRIM36	1
NPR2	EGFR	1
NPR2	ZCCHC2	1
NPR2	RAB5C	1
NPR2	CC2D1A	1
NPR2	URI1	1
NPR2	RUVBL2	1
NPR2	HLCS	1
NPR2	FAM110A	1
NPR2	PSMA6	1
NPR2	ASAP3	1
NPR2	ACO1	1
SREBF2	SND1	1
SREBF2	LRP1	1
SREBF2	HMGCS1	1
SREBF2	LDLR	1
SREBF2	ACOT7	1
EPHB1	MAP3K7	1
EPHB1	RAC1	1
EPHB1	NCK1	1
EPHB1	ACP1	1
EPHB1	EPHB6	1
EPHB1	LCK	1
EPHB1	EFNA3	1
EPHB1	GRB2	1
EPHB1	CASKIN1	1
EPHB1	GRB7	1
EPHB1	SRC	1
EPHB1	ITGB4	1
EPHB1	PIK3CA	1
EPHB1	PIK3R1	1
EPHB1	HRAS	1
EPHB1	FGR	1
EPHB1	KLHL25	1
EPHB1	LYN	1
EPHB1	NRCAM	1
EPHB1	NFATC4	1
EPHB1	PTK2	1
EPHB1	HCK	1
EPHB1	EFNA5	1
EPHB1	YES1	1
EPHB1	MAP4K4	1
EPHB1	PXN	1
EPHB1	FYN	1
EPHB1	GRB10	1
EPHB1	MAP2K1	1
EPHB1	BLK	1
EPHB1	EFNA1	1
EPHB1	HLCS	1
KDR	PIK3R2	1
KDR	SHC2	1
KDR	PIK3R5	1
KDR	NCK1	1
KDR	ACP1	1
KDR	PIK3R3	1
KDR	CSK	1
KDR	P2RY2	1
KDR	PLCG1	1
KDR	AKT1	1
KDR	CTNNB1	1
KDR	HSP90AA1	1
KDR	GAB1	1
KDR	SH2D2A	1
KDR	SHC1	1
KDR	SHC3	1
KDR	SOS1	1
KDR	GRB2	1
KDR	PTK2B	1
KDR	SHB	1
KDR	CRK	1
KDR	SYNGAP1	1
KDR	VEGFA	1
KDR	SRC	1
KDR	COL18A1	1
KDR	ITGB4	1
KDR	PIK3CA	1
KDR	PRKACA	1
KDR	FES	1
KDR	DNM2	1
KDR	PIK3R1	1
KDR	PTPN6	1
KDR	S1PR1	1
KDR	ACTA1	1
KDR	PIK3CD	1
KDR	ITGB3	1
KDR	CDC42	1
KDR	GNA11	1
KDR	NRP1	1
KDR	RASA1	1
KDR	PLCG2	1
KDR	PTK2	1
KDR	NOS3	1
KDR	PIK3CG	1
KDR	PFN1	1
KDR	PIK3CB	1
KDR	CSF2RB	1
KDR	ANXA5	1
KDR	FRS2	1
KDR	VEGFD	1
KDR	GNAQ	1
KDR	PTPN11	1
KDR	IQGAP1	1
KDR	MAPK11	1
KDR	MAP3K13	1
KDR	STAT1	1
KDR	PXN	1
KDR	TIMP3	1
KDR	ARF1	1
KDR	BMX	1
KDR	SHC4	1
KDR	GRB10	1
KDR	BCAR1	1
KDR	CAV1	1
KDR	FLT4	1
KDR	PECAM1	1
KDR	CDH5	1
KDR	FLT1	1
KDR	CBL	1
KDR	PTPRJ	1
ERBB2	NCK2	1
ERBB2	HLA-A	1
ERBB2	PAK1	1
ERBB2	PIK3R5	1
ERBB2	PTPRE	1
ERBB2	PLCG1	1
ERBB2	CTNNB1	1
ERBB2	MATK	1
ERBB2	EPB41	1
ERBB2	MUC1	1
ERBB2	IL6ST	1
ERBB2	GRB7	1
ERBB2	SRC	1
ERBB2	PRKACA	1
ERBB2	ITGB4	1
ERBB2	SLA	1
ERBB2	TEC	1
ERBB2	SERPINA3	1
ERBB2	ERRFI1	1
ERBB2	PLCG2	1
ERBB2	PTK2	1
ERBB2	SH2D3A	1
ERBB2	CHN1	1
ERBB2	DOK6	1
ERBB2	PDCD4	1
ERBB2	FOS	1
ERBB2	MMP1	1
ERBB2	STUB1	1
ERBB2	VAV2	1
ERBB2	STAT3	1
ERBB2	SMAD3	1
ERBB2	RIN2	1
ERBB2	SEC24B	1
ERBB2	CTNND1	1
ERBB2	JAK2	1
ERBB2	NFKB1	1
ERBB2	TLN1	1
ERBB2	BCAR3	1
ERBB2	SLA2	1
ERBB2	BLNK	1
ERBB2	PIK3R3	1
ERBB2	SOCS1	1
ERBB2	AKT1	1
ERBB2	HSP90AA1	1
ERBB2	SHC1	1
ERBB2	ITGA5	1
ERBB2	ERBIN	1
ERBB2	PTK2B	1
ERBB2	CRK	1
ERBB2	TOM1L1	1
ERBB2	PIK3R1	1
ERBB2	HRAS	1
ERBB2	APBB3	1
ERBB2	RELA	1
ERBB2	GRAPL	1
ERBB2	BTC	1
ERBB2	TGFA	1
ERBB2	SH2B3	1
ERBB2	CLNK	1
ERBB2	SH2D1B	1
ERBB2	ACP3	1
ERBB2	DLG4	1
ERBB2	SUPT6H	1
ERBB2	TSC2	1
ERBB2	LDHA	1
ERBB2	SNTA1	1
ERBB2	CD82	1
ERBB2	ANKS1A	1
ERBB2	BMX	1
ERBB2	CAV1	1
ERBB2	MAP2K1	1
ERBB2	DOK1	1
ERBB2	EIF2S1	1
ERBB2	PTGS2	1
ERBB2	NRAS	1
ERBB2	TNS3	1
ERBB2	ERBB3	1
ERBB2	CDH1	1
ERBB2	SEMA4D	1
ERBB2	MAPK8	1
ERBB2	SHC2	1
ERBB2	UBB	1
ERBB2	ESR1	1
ERBB2	GRB2	1
ERBB2	TYMS	1
ERBB2	PLXNB1	1
ERBB2	BBC3	1
ERBB2	SH3BGRL3	1
ERBB2	FYB1	1
ERBB2	RIN1	1
ERBB2	TGFB1	1
ERBB2	CRKL	1
ERBB2	TOB1	1
ERBB2	PIK3CD	1
ERBB2	NF2	1
ERBB2	MTA1	1
ERBB2	ERBB4	1
ERBB2	JAK1	1
ERBB2	DOK4	1
ERBB2	CDC37	1
ERBB2	KRAS	1
ERBB2	PIK3CG	1
ERBB2	IRS2	1
ERBB2	PIK3CB	1
ERBB2	RMDN3	1
ERBB2	EGFR	1
ERBB2	IRS4	1
ERBB2	PTPN11	1
ERBB2	STAT1	1
ERBB2	VAV3	1
ERBB2	EPHB2	1
ERBB2	ITK	1
ERBB2	EGF	1
ERBB2	CDH5	1
ERBB2	HSP90B1	1
ERBB2	PICK1	1
ERBB2	MUC4	1
ERBB2	DAB1	1
ERBB2	PIK3R2	1
ERBB2	ANKS1B	1
ERBB2	EMD	1
ERBB2	SH3BP2	1
ERBB2	SHC3	1
ERBB2	SH2D2A	1
ERBB2	SOS1	1
ERBB2	MAPK8IP1	1
ERBB2	JUP	1
ERBB2	PIK3CA	1
ERBB2	SYK	1
ERBB2	TXK	1
ERBB2	CDK1	1
ERBB2	NTRK1	1
ERBB2	APBB1	1
ERBB2	CTNNA1	1
ERBB2	RASA1	1
ERBB2	PDLIM1	1
ERBB2	PTPN18	1
ERBB2	MAPK8IP2	1
ERBB2	DOCK6	1
ERBB2	COPS5	1
ERBB2	IRS1	1
ERBB2	GRAP2	1
ERBB2	SH2B2	1
ERBB2	DOCK7	1
ERBB2	CISH	1
ERBB2	EFNB1	1
ERBB2	TNS2	1
ERBB2	PIK3C2B	1
SERPINA5	CPB2	1
SERPINA5	PROC	1
SERPINA5	THBD	1
SERPINA5	PROS1	1
SERPINA5	F2	1
SERPINA5	KLK3	1
SERPINA5	ACR	1
FLT1	PIK3R2	1
FLT1	SHC2	1
FLT1	PIK3R5	1
FLT1	NCK1	1
FLT1	PIK3R3	1
FLT1	CSK	1
FLT1	PLCG1	1
FLT1	SHC3	1
FLT1	CTNNB1	1
FLT1	GAB1	1
FLT1	SHC1	1
FLT1	SOS1	1
FLT1	GRB2	1
FLT1	PTK2B	1
FLT1	CRK	1
FLT1	VEGFA	1
FLT1	SRC	1
FLT1	ITGB4	1
FLT1	PIK3CA	1
FLT1	PIK3R1	1
FLT1	ACTA1	1
FLT1	PIK3CD	1
FLT1	NRP1	1
FLT1	RASA1	1
FLT1	PLCG2	1
FLT1	PTK2	1
FLT1	NOS3	1
FLT1	PIK3CG	1
FLT1	PIK3CB	1
FLT1	YES1	1
FLT1	PTPN11	1
FLT1	KDR	1
FLT1	STAT1	1
FLT1	PXN	1
FLT1	SHC4	1
FLT1	FYN	1
FLT1	AKT3	1
FLT1	BCAR1	1
FLT1	STAT3	1
FLT1	NELL2	1
FLT4	PIK3R2	1
FLT4	SHC2	1
FLT4	PIK3R5	1
FLT4	PIK3R3	1
FLT4	MAP2K4	1
FLT4	CSK	1
FLT4	PLCG1	1
FLT4	SHC3	1
FLT4	SHC1	1
FLT4	ITGA5	1
FLT4	SOS1	1
FLT4	RPS6KA3	1
FLT4	GRB2	1
FLT4	PRKCZ	1
FLT4	SRC	1
FLT4	ITGB4	1
FLT4	PIK3CA	1
FLT4	PIK3R1	1
FLT4	ACTA1	1
FLT4	PIK3CD	1
FLT4	ITGB1	1
FLT4	INPP5J	1
FLT4	PRKCE	1
FLT4	PTK2	1
FLT4	PIK3CG	1
FLT4	PIK3CB	1
FLT4	VEGFD	1
FLT4	PTPN11	1
FLT4	KDR	1
FLT4	PXN	1
FLT4	SHC4	1
FLT4	CAV1	1
FLT4	BCAR1	1
FLT4	ATF7IP	1
FLT4	FLT1	1
FLT4	PRKCB	1
FLT4	PRKCA	1
GSN	LAMA1	1
GSN	CASP9	1
GSN	CYCS	1
GSN	COL1A1	1
GSN	ACTA1	1
GSN	ACTG1	1
GSN	FN1	1
GSN	KLK3	1
MYLK	PAK1	1
MYLK	MLC1	1
MYLK	ACTC1	1
MYLK	MYL12B	1
MYLK	PAK2	1
MYLK	SRC	1
MYLK	ITGA9	1
MYLK	MYL9	1
MYLK	MYL6B	1
MYLK	ACTA1	1
MYLK	MYL10	1
MYLK	MYL2	1
MYLK	NEUROD1	1
MYLK	CTTN	1
MYLK	MYO1F	1
MYLK	TRPC5	1
MYLK	MYL5	1
MYLK	MAPK3	1
MYLK	MYL11	1
MYLK	ETS1	1
MYLK	CALD1	1
MYLK	MYO18A	1
MYLK	MYL7	1
MYLK	CALM1	1
MYLK	MYL12A	1
PECAM1	BCAR1	1
PECAM1	SRC	1
PECAM1	PTK2	1
PECAM1	EFNB2	1
PECAM1	CSK	1
PECAM1	ACTA1	1
PECAM1	PXN	1
TTN	TRIM63	1
TTN	TCAP	1
TTN	CAPN3	1
TTN	NBR1	1
TTN	MYH9	1
TTN	ACTN1	1
TTN	ACTA1	1
TTN	MYBPC1	1
TTN	ACTN2	1
TTN	ANKRD2	1
TTN	NEB	1
TTN	ANKRD23	1
TTN	FHL2	1
TTN	ANK1	1
TTN	ANKRD1	1
TTN	MYOM2	1
TTN	MYOM1	1
TTN	OBSCN	1
TTN	CRYAB	1
TTN	CALM1	1
TTN	MYBPC3	1
TRRAP	MRGBP	1
TRRAP	EP400	1
TRRAP	ESR1	1
TRRAP	NME1	1
TRRAP	HSPD1	1
TRRAP	ATXN7	1
TRRAP	MDM2	1
TRRAP	ACTL6A	1
TRRAP	CAD	1
TRRAP	MAX	1
TRRAP	PTMAP4	1
TRRAP	BRD8	1
TRRAP	E2F4	1
TRRAP	KAT2A	1
TRRAP	NCL	1
TRRAP	TP53	1
TRRAP	MYC	1
TRRAP	E2F1	1
TRRAP	TERT	1
TRRAP	CDK4	1
TRRAP	GPAM	1
TRRAP	CCND2	1
TGFB1	EIF2A	1
TGFB1	FGFBP1	1
TGFB1	PDGFRA	1
TGFB1	SDC1	1
TGFB1	IGFBP1	1
TGFB1	MAPK14	1
TGFB1	MMP14	1
TGFB1	FBLN5	1
TGFB1	MAPK1	1
TGFB1	CTNNB1	1
TGFB1	ICAM1	1
TGFB1	MBP	1
TGFB1	FN1	1
TGFB1	GATA4	1
TGFB1	HMOX1	1
TGFB1	SRC	1
TGFB1	NOX4	1
TGFB1	COL1A2	1
TGFB1	SPP1	1
TGFB1	CREBBP	1
TGFB1	LOX	1
TGFB1	MDM2	1
TGFB1	CCN2	1
TGFB1	ALOX5	1
TGFB1	CDC42	1
TGFB1	SUCLA2	1
TGFB1	SFTPB	1
TGFB1	PTK2	1
TGFB1	P4HB	1
TGFB1	PRL	1
TGFB1	SMURF2	1
TGFB1	PDGFA	1
TGFB1	PDCD4	1
TGFB1	TP53	1
TGFB1	SMAD6	1
TGFB1	THBS1	1
TGFB1	MST1R	1
TGFB1	IGFBP3	1
TGFB1	ALPP	1
TGFB1	CYP7A1	1
TGFB1	HGF	1
TGFB1	APP	1
TGFB1	SPTBN1	1
TGFB1	STAT3	1
TGFB1	TAB2	1
TGFB1	CDK4	1
TGFB1	MTOR	1
TGFB1	IL17A	1
TGFB1	LIMK2	1
TGFB1	NELL2	1
TGFB1	VIM	1
TGFB1	FLI1	1
TGFB1	HDAC6	1
TGFB1	CD28	1
TGFB1	MAP3K7	1
TGFB1	SERPINE1	1
TGFB1	EDN1	1
TGFB1	F3	1
TGFB1	AKT1	1
TGFB1	CCL11	1
TGFB1	SHC1	1
TGFB1	HAS1	1
TGFB1	PPP2R5D	1
TGFB1	TBX21	1
TGFB1	COL2A1	1
TGFB1	FCGR3A	1
TGFB1	IFNG	1
TGFB1	EP300	1
TGFB1	CXCL12	1
TGFB1	MMP2	1
TGFB1	AGT	1
TGFB1	PIK3R1	1
TGFB1	SMAD4	1
TGFB1	SMAD1	1
TGFB1	TGFBI	1
TGFB1	MMP13	1
TGFB1	TXNIP	1
TGFB1	CCR5	1
TGFB1	GRK2	1
